Image.Number,NAME,Predicted,Actual,Iterations,Type,Trained
40,Mountain40.jpeg,0,0,11489,Mountain,Desert
41,Mountain41.jpeg,0,0,11489,Mountain,Desert
42,Mountain42.jpeg,0,0,11489,Mountain,Desert
43,Mountain43.jpeg,0,0,11489,Mountain,Desert
44,Mountain44.jpeg,0,0,11489,Mountain,Desert
0,Desert0.jpeg,1,1,11489,Desert,Mountain
1,Desert1.jpeg,0,1,11489,Desert,Mountain
2,Desert2.jpeg,1,1,11489,Desert,Mountain
3,Desert3.jpeg,1,1,11489,Desert,Mountain
4,Desert4.jpeg,0,1,11489,Desert,Mountain
5,Desert5.jpeg,1,1,11489,Desert,Mountain
6,Desert6.jpeg,1,1,11489,Desert,Mountain
7,Desert7.jpeg,1,1,11489,Desert,Mountain
8,Desert8.jpeg,1,1,11489,Desert,Mountain
9,Desert9.jpeg,0,1,11489,Desert,Mountain
10,Desert10.jpeg,1,1,11489,Desert,Mountain
11,Desert11.jpeg,1,1,11489,Desert,Mountain
12,Desert12.jpeg,0,1,11489,Desert,Mountain
13,Desert13.jpeg,1,1,11489,Desert,Mountain
14,Desert14.jpeg,1,1,11489,Desert,Mountain
15,Desert15.jpeg,1,1,11489,Desert,Mountain
16,Desert16.jpeg,1,1,11489,Desert,Mountain
17,Desert17.jpeg,1,1,11489,Desert,Mountain
18,Desert18.jpeg,1,1,11489,Desert,Mountain
19,Desert19.jpeg,1,1,11489,Desert,Mountain
20,Desert20.jpeg,1,1,11489,Desert,Mountain
21,Desert21.jpeg,1,1,11489,Desert,Mountain
22,Desert22.jpeg,0,1,11489,Desert,Mountain
23,Desert23.jpeg,1,1,11489,Desert,Mountain
24,Desert24.jpeg,0,1,11489,Desert,Mountain
25,Desert25.jpeg,1,1,11489,Desert,Mountain
26,Desert26.jpeg,0,1,11489,Desert,Mountain
27,Desert27.jpeg,1,1,11489,Desert,Mountain
28,Desert28.jpeg,1,1,11489,Desert,Mountain
29,Desert29.jpeg,1,1,11489,Desert,Mountain
30,Desert30.jpeg,0,1,11489,Desert,Mountain
31,Desert31.jpeg,1,1,11489,Desert,Mountain
32,Desert32.jpeg,0,1,11489,Desert,Mountain
33,Desert33.jpeg,1,1,11489,Desert,Mountain
34,Desert34.jpeg,1,1,11489,Desert,Mountain
35,Desert35.jpeg,1,1,11489,Desert,Mountain
36,Desert36.jpeg,1,1,11489,Desert,Mountain
37,Desert37.jpeg,1,1,11489,Desert,Mountain
38,Desert38.jpeg,1,1,11489,Desert,Mountain
39,Desert39.jpeg,1,1,11489,Desert,Mountain
40,Desert40.jpeg,1,1,11489,Desert,Mountain
41,Desert41.jpeg,1,1,11489,Desert,Mountain
42,Desert42.jpeg,1,1,11489,Desert,Mountain
43,Desert43.jpeg,1,1,11489,Desert,Mountain
44,Desert44.jpeg,1,1,11489,Desert,Mountain
45,Desert45.jpeg,1,1,11489,Desert,Mountain
46,Desert46.jpeg,1,1,11489,Desert,Mountain
47,Desert47.jpeg,1,1,11489,Desert,Mountain
48,Desert48.jpeg,1,1,11489,Desert,Mountain
0,Sunset0.jpeg,0,0,10528,Sunset,Beach
1,Sunset1.jpeg,0,0,10528,Sunset,Beach
2,Sunset2.jpeg,0,0,10528,Sunset,Beach
3,Sunset3.jpeg,0,0,10528,Sunset,Beach
4,Sunset4.jpeg,0,0,10528,Sunset,Beach
5,Sunset5.jpeg,0,0,10528,Sunset,Beach
6,Sunset6.jpeg,0,0,10528,Sunset,Beach
7,Sunset7.jpeg,0,0,10528,Sunset,Beach
8,Sunset8.jpeg,0,0,10528,Sunset,Beach
9,Sunset9.jpeg,0,0,10528,Sunset,Beach
10,Sunset10.jpeg,0,0,10528,Sunset,Beach
11,Sunset11.jpeg,0,0,10528,Sunset,Beach
12,Sunset12.jpeg,0,0,10528,Sunset,Beach
13,Sunset13.jpeg,0,0,10528,Sunset,Beach
14,Sunset14.jpeg,0,0,10528,Sunset,Beach
15,Sunset15.jpeg,0,0,10528,Sunset,Beach
16,Sunset16.jpeg,0,0,10528,Sunset,Beach
17,Sunset17.jpeg,0,0,10528,Sunset,Beach
18,Sunset18.jpeg,0,0,10528,Sunset,Beach
19,Sunset19.jpeg,0,0,10528,Sunset,Beach
20,Sunset20.jpeg,1,0,10528,Sunset,Beach
21,Sunset21.jpeg,0,0,10528,Sunset,Beach
22,Sunset22.jpeg,0,0,10528,Sunset,Beach
23,Sunset23.jpeg,0,0,10528,Sunset,Beach
24,Sunset24.jpeg,0,0,10528,Sunset,Beach
25,Sunset25.jpeg,1,0,10528,Sunset,Beach
26,Sunset26.jpeg,1,0,10528,Sunset,Beach
27,Sunset27.jpeg,0,0,10528,Sunset,Beach
28,Sunset28.jpeg,0,0,10528,Sunset,Beach
29,Sunset29.jpeg,0,0,10528,Sunset,Beach
30,Sunset30.jpeg,0,0,10528,Sunset,Beach
31,Sunset31.jpeg,0,0,10528,Sunset,Beach
32,Sunset32.jpeg,0,0,10528,Sunset,Beach
33,Sunset33.jpeg,0,0,10528,Sunset,Beach
34,Sunset34.jpeg,0,0,10528,Sunset,Beach
35,Sunset35.jpeg,0,0,10528,Sunset,Beach
36,Sunset36.jpeg,0,0,10528,Sunset,Beach
37,Sunset37.jpeg,0,0,10528,Sunset,Beach
38,Sunset38.jpeg,0,0,10528,Sunset,Beach
39,Sunset39.jpeg,0,0,10528,Sunset,Beach
40,Sunset40.jpeg,0,0,10528,Sunset,Beach
41,Sunset41.jpeg,1,0,10528,Sunset,Beach
42,Sunset42.jpeg,0,0,10528,Sunset,Beach
43,Sunset43.jpeg,0,0,10528,Sunset,Beach
44,Sunset44.jpeg,0,0,10528,Sunset,Beach
45,Sunset45.jpeg,0,0,10528,Sunset,Beach
46,Sunset46.jpeg,0,0,10528,Sunset,Beach
47,Sunset47.jpeg,0,0,10528,Sunset,Beach
48,Sunset48.jpeg,0,0,10528,Sunset,Beach
49,Sunset49.jpeg,0,0,10528,Sunset,Beach
0,Beach0.jpeg,1,1,10528,Beach,Sunset
1,Beach1.jpeg,1,1,10528,Beach,Sunset
2,Beach2.jpeg,1,1,10528,Beach,Sunset
3,Beach3.jpeg,1,1,10528,Beach,Sunset
4,Beach4.jpeg,1,1,10528,Beach,Sunset
5,Beach5.jpeg,1,1,10528,Beach,Sunset
6,Beach6.jpeg,0,1,10528,Beach,Sunset
7,Beach7.jpeg,1,1,10528,Beach,Sunset
8,Beach8.jpeg,1,1,10528,Beach,Sunset
9,Beach9.jpeg,0,1,10528,Beach,Sunset
10,Beach10.jpeg,1,1,10528,Beach,Sunset
11,Beach11.jpeg,1,1,10528,Beach,Sunset
12,Beach12.jpeg,0,1,10528,Beach,Sunset
13,Beach13.jpeg,1,1,10528,Beach,Sunset
14,Beach14.jpeg,1,1,10528,Beach,Sunset
15,Beach15.jpeg,1,1,10528,Beach,Sunset
16,Beach16.jpeg,1,1,10528,Beach,Sunset
17,Beach17.jpeg,0,1,10528,Beach,Sunset
18,Beach18.jpeg,1,1,10528,Beach,Sunset
19,Beach19.jpeg,1,1,10528,Beach,Sunset
20,Beach20.jpeg,1,1,10528,Beach,Sunset
21,Beach21.jpeg,1,1,10528,Beach,Sunset
22,Beach22.jpeg,1,1,10528,Beach,Sunset
23,Beach23.jpeg,1,1,10528,Beach,Sunset
24,Beach24.jpeg,0,1,10528,Beach,Sunset
25,Beach25.jpeg,1,1,10528,Beach,Sunset
26,Beach26.jpeg,1,1,10528,Beach,Sunset
27,Beach27.jpeg,0,1,10528,Beach,Sunset
28,Beach28.jpeg,1,1,10528,Beach,Sunset
29,Beach29.jpeg,1,1,10528,Beach,Sunset
30,Beach30.jpeg,0,1,10528,Beach,Sunset
31,Beach31.jpeg,1,1,10528,Beach,Sunset
32,Beach32.jpeg,1,1,10528,Beach,Sunset
0,Mountain0.jpeg,0,0,16232,Mountain,Desert
1,Mountain1.jpeg,1,0,16232,Mountain,Desert
2,Mountain2.jpeg,0,0,16232,Mountain,Desert
3,Mountain3.jpeg,0,0,16232,Mountain,Desert
4,Mountain4.jpeg,0,0,16232,Mountain,Desert
5,Mountain5.jpeg,1,0,16232,Mountain,Desert
6,Mountain6.jpeg,0,0,16232,Mountain,Desert
7,Mountain7.jpeg,0,0,16232,Mountain,Desert
8,Mountain8.jpeg,0,0,16232,Mountain,Desert
9,Mountain9.jpeg,0,0,16232,Mountain,Desert
10,Mountain10.jpeg,0,0,16232,Mountain,Desert
11,Mountain11.jpeg,0,0,16232,Mountain,Desert
12,Mountain12.jpeg,0,0,16232,Mountain,Desert
13,Mountain13.jpeg,1,0,16232,Mountain,Desert
14,Mountain14.jpeg,0,0,16232,Mountain,Desert
15,Mountain15.jpeg,0,0,16232,Mountain,Desert
16,Mountain16.jpeg,0,0,16232,Mountain,Desert
17,Mountain17.jpeg,0,0,16232,Mountain,Desert
18,Mountain18.jpeg,0,0,16232,Mountain,Desert
19,Mountain19.jpeg,0,0,16232,Mountain,Desert
20,Mountain20.jpeg,0,0,16232,Mountain,Desert
21,Mountain21.jpeg,0,0,16232,Mountain,Desert
22,Mountain22.jpeg,0,0,16232,Mountain,Desert
23,Mountain23.jpeg,0,0,16232,Mountain,Desert
24,Mountain24.jpeg,0,0,16232,Mountain,Desert
25,Mountain25.jpeg,0,0,16232,Mountain,Desert
26,Mountain26.jpeg,0,0,16232,Mountain,Desert
27,Mountain27.jpeg,0,0,16232,Mountain,Desert
28,Mountain28.jpeg,0,0,16232,Mountain,Desert
29,Mountain29.jpeg,1,0,16232,Mountain,Desert
30,Mountain30.jpeg,1,0,16232,Mountain,Desert
31,Mountain31.jpeg,1,0,16232,Mountain,Desert
32,Mountain32.jpeg,0,0,16232,Mountain,Desert
33,Mountain33.jpeg,0,0,16232,Mountain,Desert
34,Mountain34.jpeg,1,0,16232,Mountain,Desert
35,Mountain35.jpeg,0,0,16232,Mountain,Desert
36,Mountain36.jpeg,0,0,16232,Mountain,Desert
37,Mountain37.jpeg,0,0,16232,Mountain,Desert
38,Mountain38.jpeg,1,0,16232,Mountain,Desert
39,Mountain39.jpeg,0,0,16232,Mountain,Desert
40,Mountain40.jpeg,0,0,16232,Mountain,Desert
41,Mountain41.jpeg,0,0,16232,Mountain,Desert
42,Mountain42.jpeg,0,0,16232,Mountain,Desert
43,Mountain43.jpeg,0,0,16232,Mountain,Desert
44,Mountain44.jpeg,0,0,16232,Mountain,Desert
0,Desert0.jpeg,1,1,16232,Desert,Mountain
1,Desert1.jpeg,1,1,16232,Desert,Mountain
2,Desert2.jpeg,1,1,16232,Desert,Mountain
3,Desert3.jpeg,1,1,16232,Desert,Mountain
4,Desert4.jpeg,1,1,16232,Desert,Mountain
5,Desert5.jpeg,1,1,16232,Desert,Mountain
6,Desert6.jpeg,1,1,16232,Desert,Mountain
7,Desert7.jpeg,1,1,16232,Desert,Mountain
8,Desert8.jpeg,1,1,16232,Desert,Mountain
9,Desert9.jpeg,1,1,16232,Desert,Mountain
10,Desert10.jpeg,1,1,16232,Desert,Mountain
11,Desert11.jpeg,1,1,16232,Desert,Mountain
12,Desert12.jpeg,0,1,16232,Desert,Mountain
13,Desert13.jpeg,1,1,16232,Desert,Mountain
14,Desert14.jpeg,1,1,16232,Desert,Mountain
15,Desert15.jpeg,1,1,16232,Desert,Mountain
16,Desert16.jpeg,1,1,16232,Desert,Mountain
17,Desert17.jpeg,1,1,16232,Desert,Mountain
18,Desert18.jpeg,1,1,16232,Desert,Mountain
19,Desert19.jpeg,1,1,16232,Desert,Mountain
20,Desert20.jpeg,1,1,16232,Desert,Mountain
21,Desert21.jpeg,1,1,16232,Desert,Mountain
22,Desert22.jpeg,1,1,16232,Desert,Mountain
23,Desert23.jpeg,1,1,16232,Desert,Mountain
24,Desert24.jpeg,0,1,16232,Desert,Mountain
25,Desert25.jpeg,1,1,16232,Desert,Mountain
26,Desert26.jpeg,1,1,16232,Desert,Mountain
27,Desert27.jpeg,1,1,16232,Desert,Mountain
28,Desert28.jpeg,1,1,16232,Desert,Mountain
29,Desert29.jpeg,1,1,16232,Desert,Mountain
30,Desert30.jpeg,1,1,16232,Desert,Mountain
31,Desert31.jpeg,1,1,16232,Desert,Mountain
32,Desert32.jpeg,1,1,16232,Desert,Mountain
33,Desert33.jpeg,1,1,16232,Desert,Mountain
34,Desert34.jpeg,1,1,16232,Desert,Mountain
35,Desert35.jpeg,1,1,16232,Desert,Mountain
36,Desert36.jpeg,1,1,16232,Desert,Mountain
37,Desert37.jpeg,1,1,16232,Desert,Mountain
38,Desert38.jpeg,1,1,16232,Desert,Mountain
39,Desert39.jpeg,1,1,16232,Desert,Mountain
40,Desert40.jpeg,1,1,16232,Desert,Mountain
41,Desert41.jpeg,1,1,16232,Desert,Mountain
42,Desert42.jpeg,1,1,16232,Desert,Mountain
43,Desert43.jpeg,1,1,16232,Desert,Mountain
44,Desert44.jpeg,1,1,16232,Desert,Mountain
45,Desert45.jpeg,1,1,16232,Desert,Mountain
46,Desert46.jpeg,1,1,16232,Desert,Mountain
47,Desert47.jpeg,1,1,16232,Desert,Mountain
48,Desert48.jpeg,1,1,16232,Desert,Mountain
0,Beach0.jpeg,0,0,9319,Beach,Desert
1,Beach1.jpeg,1,0,9319,Beach,Desert
2,Beach2.jpeg,0,0,9319,Beach,Desert
3,Beach3.jpeg,0,0,9319,Beach,Desert
4,Beach4.jpeg,1,0,9319,Beach,Desert
5,Beach5.jpeg,0,0,9319,Beach,Desert
6,Beach6.jpeg,1,0,9319,Beach,Desert
7,Beach7.jpeg,0,0,9319,Beach,Desert
8,Beach8.jpeg,1,0,9319,Beach,Desert
9,Beach9.jpeg,1,0,9319,Beach,Desert
10,Beach10.jpeg,0,0,9319,Beach,Desert
11,Beach11.jpeg,0,0,9319,Beach,Desert
12,Beach12.jpeg,1,0,9319,Beach,Desert
13,Beach13.jpeg,0,0,9319,Beach,Desert
14,Beach14.jpeg,0,0,9319,Beach,Desert
15,Beach15.jpeg,0,0,9319,Beach,Desert
16,Beach16.jpeg,0,0,9319,Beach,Desert
17,Beach17.jpeg,1,0,9319,Beach,Desert
18,Beach18.jpeg,0,0,9319,Beach,Desert
19,Beach19.jpeg,0,0,9319,Beach,Desert
20,Beach20.jpeg,0,0,9319,Beach,Desert
21,Beach21.jpeg,1,0,9319,Beach,Desert
22,Beach22.jpeg,0,0,9319,Beach,Desert
23,Beach23.jpeg,0,0,9319,Beach,Desert
24,Beach24.jpeg,1,0,9319,Beach,Desert
25,Beach25.jpeg,1,0,9319,Beach,Desert
26,Beach26.jpeg,0,0,9319,Beach,Desert
27,Beach27.jpeg,1,0,9319,Beach,Desert
28,Beach28.jpeg,0,0,9319,Beach,Desert
29,Beach29.jpeg,0,0,9319,Beach,Desert
30,Beach30.jpeg,1,0,9319,Beach,Desert
31,Beach31.jpeg,0,0,9319,Beach,Desert
32,Beach32.jpeg,0,0,9319,Beach,Desert
0,Desert0.jpeg,1,1,9319,Desert,Beach
1,Desert1.jpeg,1,1,9319,Desert,Beach
2,Desert2.jpeg,1,1,9319,Desert,Beach
3,Desert3.jpeg,1,1,9319,Desert,Beach
4,Desert4.jpeg,1,1,9319,Desert,Beach
5,Desert5.jpeg,1,1,9319,Desert,Beach
6,Desert6.jpeg,1,1,9319,Desert,Beach
7,Desert7.jpeg,1,1,9319,Desert,Beach
8,Desert8.jpeg,1,1,9319,Desert,Beach
9,Desert9.jpeg,0,1,9319,Desert,Beach
10,Desert10.jpeg,1,1,9319,Desert,Beach
11,Desert11.jpeg,1,1,9319,Desert,Beach
12,Desert12.jpeg,1,1,9319,Desert,Beach
13,Desert13.jpeg,1,1,9319,Desert,Beach
14,Desert14.jpeg,1,1,9319,Desert,Beach
15,Desert15.jpeg,1,1,9319,Desert,Beach
16,Desert16.jpeg,1,1,9319,Desert,Beach
17,Desert17.jpeg,1,1,9319,Desert,Beach
18,Desert18.jpeg,1,1,9319,Desert,Beach
19,Desert19.jpeg,1,1,9319,Desert,Beach
20,Desert20.jpeg,1,1,9319,Desert,Beach
21,Desert21.jpeg,1,1,9319,Desert,Beach
22,Desert22.jpeg,1,1,9319,Desert,Beach
23,Desert23.jpeg,0,1,9319,Desert,Beach
24,Desert24.jpeg,0,1,9319,Desert,Beach
25,Desert25.jpeg,1,1,9319,Desert,Beach
26,Desert26.jpeg,1,1,9319,Desert,Beach
27,Desert27.jpeg,1,1,9319,Desert,Beach
28,Desert28.jpeg,1,1,9319,Desert,Beach
29,Desert29.jpeg,1,1,9319,Desert,Beach
30,Desert30.jpeg,1,1,9319,Desert,Beach
31,Desert31.jpeg,1,1,9319,Desert,Beach
32,Desert32.jpeg,0,1,9319,Desert,Beach
33,Desert33.jpeg,1,1,9319,Desert,Beach
34,Desert34.jpeg,1,1,9319,Desert,Beach
35,Desert35.jpeg,1,1,9319,Desert,Beach
36,Desert36.jpeg,1,1,9319,Desert,Beach
37,Desert37.jpeg,1,1,9319,Desert,Beach
38,Desert38.jpeg,1,1,9319,Desert,Beach
39,Desert39.jpeg,0,1,9319,Desert,Beach
40,Desert40.jpeg,1,1,9319,Desert,Beach
41,Desert41.jpeg,1,1,9319,Desert,Beach
42,Desert42.jpeg,1,1,9319,Desert,Beach
43,Desert43.jpeg,1,1,9319,Desert,Beach
44,Desert44.jpeg,1,1,9319,Desert,Beach
45,Desert45.jpeg,1,1,9319,Desert,Beach
46,Desert46.jpeg,1,1,9319,Desert,Beach
47,Desert47.jpeg,1,1,9319,Desert,Beach
48,Desert48.jpeg,1,1,9319,Desert,Beach
0,Mountain0.jpeg,0,0,15011,Mountain,Desert
1,Mountain1.jpeg,1,0,15011,Mountain,Desert
2,Mountain2.jpeg,1,0,15011,Mountain,Desert
3,Mountain3.jpeg,0,0,15011,Mountain,Desert
4,Mountain4.jpeg,0,0,15011,Mountain,Desert
5,Mountain5.jpeg,1,0,15011,Mountain,Desert
6,Mountain6.jpeg,0,0,15011,Mountain,Desert
7,Mountain7.jpeg,0,0,15011,Mountain,Desert
8,Mountain8.jpeg,0,0,15011,Mountain,Desert
9,Mountain9.jpeg,1,0,15011,Mountain,Desert
10,Mountain10.jpeg,0,0,15011,Mountain,Desert
11,Mountain11.jpeg,1,0,15011,Mountain,Desert
12,Mountain12.jpeg,0,0,15011,Mountain,Desert
13,Mountain13.jpeg,1,0,15011,Mountain,Desert
14,Mountain14.jpeg,0,0,15011,Mountain,Desert
15,Mountain15.jpeg,0,0,15011,Mountain,Desert
16,Mountain16.jpeg,0,0,15011,Mountain,Desert
17,Mountain17.jpeg,0,0,15011,Mountain,Desert
18,Mountain18.jpeg,0,0,15011,Mountain,Desert
19,Mountain19.jpeg,1,0,15011,Mountain,Desert
20,Mountain20.jpeg,0,0,15011,Mountain,Desert
21,Mountain21.jpeg,0,0,15011,Mountain,Desert
22,Mountain22.jpeg,0,0,15011,Mountain,Desert
23,Mountain23.jpeg,0,0,15011,Mountain,Desert
24,Mountain24.jpeg,0,0,15011,Mountain,Desert
25,Mountain25.jpeg,0,0,15011,Mountain,Desert
26,Mountain26.jpeg,0,0,15011,Mountain,Desert
27,Mountain27.jpeg,0,0,15011,Mountain,Desert
28,Mountain28.jpeg,0,0,15011,Mountain,Desert
29,Mountain29.jpeg,0,0,15011,Mountain,Desert
30,Mountain30.jpeg,1,0,15011,Mountain,Desert
31,Mountain31.jpeg,0,0,15011,Mountain,Desert
32,Mountain32.jpeg,0,0,15011,Mountain,Desert
33,Mountain33.jpeg,0,0,15011,Mountain,Desert
34,Mountain34.jpeg,0,0,15011,Mountain,Desert
35,Mountain35.jpeg,0,0,15011,Mountain,Desert
36,Mountain36.jpeg,0,0,15011,Mountain,Desert
37,Mountain37.jpeg,0,0,15011,Mountain,Desert
38,Mountain38.jpeg,1,0,15011,Mountain,Desert
39,Mountain39.jpeg,0,0,15011,Mountain,Desert
40,Mountain40.jpeg,1,0,15011,Mountain,Desert
41,Mountain41.jpeg,0,0,15011,Mountain,Desert
42,Mountain42.jpeg,0,0,15011,Mountain,Desert
43,Mountain43.jpeg,0,0,15011,Mountain,Desert
44,Mountain44.jpeg,1,0,15011,Mountain,Desert
0,Desert0.jpeg,1,1,15011,Desert,Mountain
1,Desert1.jpeg,1,1,15011,Desert,Mountain
2,Desert2.jpeg,1,1,15011,Desert,Mountain
3,Desert3.jpeg,1,1,15011,Desert,Mountain
4,Desert4.jpeg,1,1,15011,Desert,Mountain
5,Desert5.jpeg,1,1,15011,Desert,Mountain
6,Desert6.jpeg,1,1,15011,Desert,Mountain
7,Desert7.jpeg,1,1,15011,Desert,Mountain
8,Desert8.jpeg,1,1,15011,Desert,Mountain
9,Desert9.jpeg,1,1,15011,Desert,Mountain
10,Desert10.jpeg,1,1,15011,Desert,Mountain
11,Desert11.jpeg,1,1,15011,Desert,Mountain
12,Desert12.jpeg,0,1,15011,Desert,Mountain
13,Desert13.jpeg,1,1,15011,Desert,Mountain
14,Desert14.jpeg,1,1,15011,Desert,Mountain
15,Desert15.jpeg,1,1,15011,Desert,Mountain
16,Desert16.jpeg,1,1,15011,Desert,Mountain
17,Desert17.jpeg,1,1,15011,Desert,Mountain
18,Desert18.jpeg,1,1,15011,Desert,Mountain
19,Desert19.jpeg,1,1,15011,Desert,Mountain
20,Desert20.jpeg,1,1,15011,Desert,Mountain
21,Desert21.jpeg,1,1,15011,Desert,Mountain
22,Desert22.jpeg,0,1,15011,Desert,Mountain
23,Desert23.jpeg,1,1,15011,Desert,Mountain
24,Desert24.jpeg,0,1,15011,Desert,Mountain
25,Desert25.jpeg,1,1,15011,Desert,Mountain
26,Desert26.jpeg,1,1,15011,Desert,Mountain
27,Desert27.jpeg,0,1,15011,Desert,Mountain
28,Desert28.jpeg,1,1,15011,Desert,Mountain
29,Desert29.jpeg,1,1,15011,Desert,Mountain
30,Desert30.jpeg,1,1,15011,Desert,Mountain
31,Desert31.jpeg,1,1,15011,Desert,Mountain
32,Desert32.jpeg,0,1,15011,Desert,Mountain
33,Desert33.jpeg,1,1,15011,Desert,Mountain
34,Desert34.jpeg,1,1,15011,Desert,Mountain
35,Desert35.jpeg,1,1,15011,Desert,Mountain
36,Desert36.jpeg,1,1,15011,Desert,Mountain
37,Desert37.jpeg,1,1,15011,Desert,Mountain
38,Desert38.jpeg,1,1,15011,Desert,Mountain
39,Desert39.jpeg,1,1,15011,Desert,Mountain
40,Desert40.jpeg,1,1,15011,Desert,Mountain
41,Desert41.jpeg,1,1,15011,Desert,Mountain
42,Desert42.jpeg,1,1,15011,Desert,Mountain
43,Desert43.jpeg,1,1,15011,Desert,Mountain
44,Desert44.jpeg,1,1,15011,Desert,Mountain
45,Desert45.jpeg,1,1,15011,Desert,Mountain
46,Desert46.jpeg,1,1,15011,Desert,Mountain
47,Desert47.jpeg,1,1,15011,Desert,Mountain
48,Desert48.jpeg,1,1,15011,Desert,Mountain
0,Desert0.jpeg,0,0,13426,Desert,Mountain
1,Desert1.jpeg,1,0,13426,Desert,Mountain
2,Desert2.jpeg,0,0,13426,Desert,Mountain
3,Desert3.jpeg,0,0,13426,Desert,Mountain
4,Desert4.jpeg,0,0,13426,Desert,Mountain
5,Desert5.jpeg,0,0,13426,Desert,Mountain
6,Desert6.jpeg,0,0,13426,Desert,Mountain
7,Desert7.jpeg,0,0,13426,Desert,Mountain
8,Desert8.jpeg,1,0,13426,Desert,Mountain
9,Desert9.jpeg,0,0,13426,Desert,Mountain
10,Desert10.jpeg,0,0,13426,Desert,Mountain
11,Desert11.jpeg,0,0,13426,Desert,Mountain
12,Desert12.jpeg,1,0,13426,Desert,Mountain
13,Desert13.jpeg,0,0,13426,Desert,Mountain
14,Desert14.jpeg,0,0,13426,Desert,Mountain
15,Desert15.jpeg,0,0,13426,Desert,Mountain
16,Desert16.jpeg,0,0,13426,Desert,Mountain
17,Desert17.jpeg,0,0,13426,Desert,Mountain
18,Desert18.jpeg,0,0,13426,Desert,Mountain
19,Desert19.jpeg,0,0,13426,Desert,Mountain
20,Desert20.jpeg,0,0,13426,Desert,Mountain
21,Desert21.jpeg,0,0,13426,Desert,Mountain
22,Desert22.jpeg,0,0,13426,Desert,Mountain
23,Desert23.jpeg,0,0,13426,Desert,Mountain
24,Desert24.jpeg,1,0,13426,Desert,Mountain
25,Desert25.jpeg,1,0,13426,Desert,Mountain
26,Desert26.jpeg,0,0,13426,Desert,Mountain
27,Desert27.jpeg,1,0,13426,Desert,Mountain
28,Desert28.jpeg,0,0,13426,Desert,Mountain
29,Desert29.jpeg,0,0,13426,Desert,Mountain
30,Desert30.jpeg,1,0,13426,Desert,Mountain
31,Desert31.jpeg,0,0,13426,Desert,Mountain
32,Desert32.jpeg,1,0,13426,Desert,Mountain
33,Desert33.jpeg,0,0,13426,Desert,Mountain
34,Desert34.jpeg,0,0,13426,Desert,Mountain
35,Desert35.jpeg,0,0,13426,Desert,Mountain
36,Desert36.jpeg,0,0,13426,Desert,Mountain
37,Desert37.jpeg,0,0,13426,Desert,Mountain
38,Desert38.jpeg,0,0,13426,Desert,Mountain
39,Desert39.jpeg,0,0,13426,Desert,Mountain
40,Desert40.jpeg,0,0,13426,Desert,Mountain
41,Desert41.jpeg,0,0,13426,Desert,Mountain
42,Desert42.jpeg,1,0,13426,Desert,Mountain
43,Desert43.jpeg,0,0,13426,Desert,Mountain
44,Desert44.jpeg,0,0,13426,Desert,Mountain
45,Desert45.jpeg,0,0,13426,Desert,Mountain
46,Desert46.jpeg,0,0,13426,Desert,Mountain
47,Desert47.jpeg,0,0,13426,Desert,Mountain
48,Desert48.jpeg,0,0,13426,Desert,Mountain
0,Mountain0.jpeg,1,1,13426,Mountain,Desert
1,Mountain1.jpeg,1,1,13426,Mountain,Desert
2,Mountain2.jpeg,0,1,13426,Mountain,Desert
3,Mountain3.jpeg,1,1,13426,Mountain,Desert
4,Mountain4.jpeg,1,1,13426,Mountain,Desert
5,Mountain5.jpeg,1,1,13426,Mountain,Desert
6,Mountain6.jpeg,1,1,13426,Mountain,Desert
7,Mountain7.jpeg,1,1,13426,Mountain,Desert
8,Mountain8.jpeg,0,1,13426,Mountain,Desert
9,Mountain9.jpeg,1,1,13426,Mountain,Desert
10,Mountain10.jpeg,1,1,13426,Mountain,Desert
11,Mountain11.jpeg,0,1,13426,Mountain,Desert
12,Mountain12.jpeg,1,1,13426,Mountain,Desert
13,Mountain13.jpeg,0,1,13426,Mountain,Desert
14,Mountain14.jpeg,1,1,13426,Mountain,Desert
15,Mountain15.jpeg,1,1,13426,Mountain,Desert
16,Mountain16.jpeg,1,1,13426,Mountain,Desert
17,Mountain17.jpeg,1,1,13426,Mountain,Desert
18,Mountain18.jpeg,0,1,13426,Mountain,Desert
19,Mountain19.jpeg,0,1,13426,Mountain,Desert
20,Mountain20.jpeg,1,1,13426,Mountain,Desert
21,Mountain21.jpeg,1,1,13426,Mountain,Desert
22,Mountain22.jpeg,1,1,13426,Mountain,Desert
23,Mountain23.jpeg,1,1,13426,Mountain,Desert
24,Mountain24.jpeg,1,1,13426,Mountain,Desert
25,Mountain25.jpeg,1,1,13426,Mountain,Desert
26,Mountain26.jpeg,1,1,13426,Mountain,Desert
27,Mountain27.jpeg,1,1,13426,Mountain,Desert
28,Mountain28.jpeg,1,1,13426,Mountain,Desert
29,Mountain29.jpeg,0,1,13426,Mountain,Desert
30,Mountain30.jpeg,0,1,13426,Mountain,Desert
31,Mountain31.jpeg,1,1,13426,Mountain,Desert
32,Mountain32.jpeg,1,1,13426,Mountain,Desert
33,Mountain33.jpeg,1,1,13426,Mountain,Desert
34,Mountain34.jpeg,0,1,13426,Mountain,Desert
35,Mountain35.jpeg,1,1,13426,Mountain,Desert
36,Mountain36.jpeg,1,1,13426,Mountain,Desert
37,Mountain37.jpeg,1,1,13426,Mountain,Desert
38,Mountain38.jpeg,1,1,13426,Mountain,Desert
